,Domain,Sub Domain,Product Title,Product Link,Review Content,Image,Aspect_1,Label_1,Cause_1,Aspect_2,Label_2,Cause_2,Aspect_3,Label_3,Cause_3,Aspect_4,Label_4,Cause_4,Aspect_5,Label_5,Cause_5,Over All label,Summary
107,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,"I upgrade from 12 mini to 13 and i can feel the difference between them. The bigger display, the optimisation, smoothness and also in camera. Playing BGMI is like cutting the butter. No frame drop no lag🔥. In case of gaming experience, it can beat any android flagship phone anytime. And the battery backup is also amazing. I played almost 2.5h and the battery drop is 44%. Optimisations in ios17 is very good. I brought this from amazon great india sale in 44k. I think its value for mone rather than purchasing any flagship android having 120hz display. ♥️",https://m.media-amazon.com/images/I/81IftISlXpL._SY88.jpg,Product_Quality,0,"I upgrade from 12 mini to 13 and i can feel the difference between them. The bigger display, the optimisation, smoothness and also in camera. Playing BGMI is like cutting the butter. No frame drop no lag🔥.",Performance,0,"In case of gaming experience, it can beat any android flagship phone anytime.",Battery,0.0,And the battery backup is also amazing. I played almost 2.5h and the battery drop is 44%.,Software,0.0,Optimisations in ios17 is very good,Cost,0.0,I brought this from amazon great india sale in 44k. I think its value for mone rather than purchasing any flagship android having 120hz display. ♥️,0,
107,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,"I upgrade from 12 mini to 13 and i can feel the difference between them. The bigger display, the optimisation, smoothness and also in camera. Playing BGMI is like cutting the butter. No frame drop no lag🔥. In case of gaming experience, it can beat any android flagship phone anytime. And the battery backup is also amazing. I played almost 2.5h and the battery drop is 44%. Optimisations in ios17 is very good. I brought this from amazon great india sale in 44k. I think its value for mone rather than purchasing any flagship android having 120hz display. ♥️",https://m.media-amazon.com/images/I/81RvklLqOWL._SY88.jpg,Product_Quality,0,"I upgrade from 12 mini to 13 and i can feel the difference between them. The bigger display, the optimisation, smoothness and also in camera. Playing BGMI is like cutting the butter. No frame drop no lag🔥.",Performance,0,"In case of gaming experience, it can beat any android flagship phone anytime.",Battery,0.0,And the battery backup is also amazing. I played almost 2.5h and the battery drop is 44%.,Software,0.0,Optimisations in ios17 is very good,Cost,0.0,I brought this from amazon great india sale in 44k. I think its value for mone rather than purchasing any flagship android having 120hz display. ♥️,0,
108,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,I love it💙,https://m.media-amazon.com/images/I/71CbONyCIqL._SY88.jpg,Feedback,0,I love it💙,,,,,,,,,,,,,0,
109,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71J3zDkFrlL._SY88.jpg,Product_Quality,,,,,,,,,,,,,,,,
110,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/81ub5f35ZzL._SY88.jpg,,,,,,,,,,,,,,,,,
111,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/713ZnLPHIlL._SY88.jpg,Camera,0,Good camera worth it ❤️,,,,,,,,,,,,,0,
111,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71B9Ii+8AQL._SY88.jpg,Camera,0,Good camera worth it ❤️,,,,,,,,,,,,,0,
111,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71UhRyNFQzL._SY88.jpg,Camera,0,Good camera worth it ❤️,,,,,,,,,,,,,0,
112,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/617s7lsq2lL._SY88.jpg,Camera,,,,,,,,,,,,,,,,
113,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71fobdDkTzL._SY88.jpg,,,,,,,,,,,,,,,,,
113,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/71uTQl-eZ2L._SY88.jpg,,,,,,,,,,,,,,,,,
114,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,I got my phone in good condition . value for money product .if amazon give open box delivery I think its a good idea Sound quality awesome no issues in product wrk proply,https://m.media-amazon.com/images/I/51dd7fbPrDL._SY88.jpg,Cost,0,I got my phone in good condition . value for money product .,Speaker,0,Sound quality awesome,Product_Quality,0.0,no issues in product wrk proply,Customer_Service,0.0,if amazon give open box delivery I think its a good idea,,,,0,
114,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,I got my phone in good condition . value for money product .if amazon give open box delivery I think its a good idea Sound quality awesome no issues in product wrk proply,https://m.media-amazon.com/images/I/51oBNEAA3lL._SY88.jpg,Cost,0,I got my phone in good condition . value for money product .,Speaker,0,Sound quality awesome,Product_Quality,0.0,no issues in product wrk proply,Customer_Service,0.0,if amazon give open box delivery I think its a good idea,,,,0,
115,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Feels like smooth….!,https://m.media-amazon.com/images/I/71FvtXZHAUL._SY88.jpg,Product_Quality,0,Feels like smooth….!,,,,,,,,,,,,,0,
115,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Feels like smooth….!,https://m.media-amazon.com/images/I/81-RRXd4ORL._SY88.jpg,Product_Quality,0,Feels like smooth….!,,,,,,,,,,,,,0,
116,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny, camera is 5/5,battery is 4/5, ios 16 is 5/5.",https://m.media-amazon.com/images/I/71G5SkbM7NL._SY88.jpg,Cost,0,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny,",Battery,0,"battery is 4/5,",Software,0.0,ios 16 is 5/5.,Camera,0.0,"camera is 5/5,",,,,0,
116,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny, camera is 5/5,battery is 4/5, ios 16 is 5/5.",https://m.media-amazon.com/images/I/71H0uyHiqWL._SY88.jpg,Cost,0,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny,",Battery,0,"battery is 4/5,",Software,0.0,ios 16 is 5/5.,Camera,0.0,"camera is 5/5,",,,,0,
116,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny, camera is 5/5,battery is 4/5, ios 16 is 5/5.",https://m.media-amazon.com/images/I/71N2VvE+9jL._SY88.jpg,Cost,0,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny,",Battery,0,"battery is 4/5,",Software,0.0,ios 16 is 5/5.,Camera,0.0,"camera is 5/5,",,,,0,
116,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny, camera is 5/5,battery is 4/5, ios 16 is 5/5.",https://m.media-amazon.com/images/I/71XPeEmxbRL._SY88.jpg,Cost,0,"Today,its been 8 days of using this iphone 13 and can say that its worth every penny,",Battery,0,"battery is 4/5,",Software,0.0,ios 16 is 5/5.,Camera,0.0,"camera is 5/5,",,,,0,
117,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Genuine product but some heating problem when playing youtube videos,https://m.media-amazon.com/images/I/814uS+7ce8L._SY88.jpg,Performance,1,Genuine product but some heating problem when playing youtube videos,,,,,,,,,,,,,1,
118,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Product was good 💯 Thank you so much Amazon for securely delivered,https://m.media-amazon.com/images/I/61+8wzkmtIL._SY88.jpg,Product_Quality,0,Product was good 💯,Customer_Service,0,Thank you so much Amazon for securely delivered,,,,,,,,,,0,
118,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Product was good 💯 Thank you so much Amazon for securely delivered,https://m.media-amazon.com/images/I/61bU1bHP2-L._SY88.jpg,Product_Quality,0,Product was good 💯,Customer_Service,0,Thank you so much Amazon for securely delivered,,,,,,,,,,0,
118,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Product was good 💯 Thank you so much Amazon for securely delivered,https://m.media-amazon.com/images/I/61yQ-dHUJhL._SY88.jpg,Product_Quality,0,Product was good 💯,Customer_Service,0,Thank you so much Amazon for securely delivered,,,,,,,,,,0,
118,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Product was good 💯 Thank you so much Amazon for securely delivered,https://m.media-amazon.com/images/I/71YxEWd+iQL._SY88.jpg,Product_Quality,0,Product was good 💯,Customer_Service,0,Thank you so much Amazon for securely delivered,,,,,,,,,,0,
119,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Camera quality of the phone is good. I was using iphone6 and now I upgrade to Iphone 13. Battery also improved. Software experience also good. I'm happy to get this phone.,https://m.media-amazon.com/images/I/61VHtefPd5L._SY88.jpg,Camera,0,Camera quality of the phone is good. I was using iphone6 and now I upgrade to Iphone 13.,Battery,0,Battery also improved.,Software,0.0,Software experience also good. I'm happy to get this phone.,,,,,,,0,
120,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,,https://m.media-amazon.com/images/I/61zLVkVfizL._SY88.jpg,Camera,,,,,,,,,,,,,,,,
121,Mobile,Apple,Apple iPhone 13 (128GB) - Blue,https://www.amazon.in/Apple-iPhone-13-128GB-Blue/dp/B09G9BL5CP/ref=cm_cr_arp_d_product_top?ie=UTF8,Heating issue!,https://m.media-amazon.com/images/I/61s2qYEyxHL._SY88.jpg,Performance,1,Heating issue!,,,,,,,,,,,,,1,
